Geographic Area Name,CBSA Code,Metropolitan/Micropolitan Statistical Area,States,Population,Population change in latest year,2020 Population,2021 Population,2022 Population,2023 Population,2020 Net Population Change,2021 Net Population Change,2022  Net Population Change,2023  Net Population Change,2020 Births,2021 Births,2022 Births,2023 Births,2020 Deaths,2021 Deaths,2022 Deaths,2023 Deaths,Natural Change 2020,Natural Change 2021,Natural Change 2022,Natural Change 2023,International Migration 2020,International Migration 2021,International Migration 2022,International Migration 2023,Domestic Migration 2020,Domestic Migration 2021,Domestic Migration 2022,Domestic Migration 2023,Net Migration 2020,Net Migration 2021,Net Migration 2022,Net Migration 2023,Residual 2020,Residual 2021,Residual 2022,Residual 2023
"Gainesville, FL",23540,Metropolitan Statistical Area,FL,352126,0.010996394,340678,344361,348296,352126,1437,3683,3935,3830,745,3105,3247,3283,746,3296,3467,3179,-1,-191,-220,104,16,463,1167,1744,1532,3334,3068,1971,1548,3797,4235,3715,-110,77,-80,11
"Gainesville, GA",23580,Metropolitan Statistical Area,GA,217267,0.021851087,203473,207080,212621,217267,584,3607,5541,4646,613,2507,2698,2694,475,2052,2012,1758,138,455,686,936,4,122,477,671,417,3062,4217,3027,421,3184,4694,3698,25,-32,161,12
"Gainesville, TX",23620,Micropolitan Statistical Area,TX,43782,0.017050734,41748,42398,43048,43782,78,650,650,734,110,496,555,580,104,535,523,475,6,-39,32,105,0,13,20,22,69,688,581,609,69,701,601,631,3,-12,17,-2
"Galesburg, IL",23660,Micropolitan Statistical Area,IL,48411,-0.004298643,49790,49310,48620,48411,-168,-480,-690,-209,125,502,470,459,160,819,747,717,-35,-317,-277,-258,0,46,136,169,-126,-230,-554,-120,-126,-184,-418,49,-7,21,5,0
"Gallipolis, OH",23680,Micropolitan Statistical Area,OH,28986,-0.001515673,29233,29224,29030,28986,17,-9,-194,-44,105,370,331,319,91,444,452,430,14,-74,-121,-111,0,6,6,5,-5,38,-72,62,-5,44,-66,67,8,21,-7,0
"Gallup, NM",23700,Micropolitan Statistical Area,NM,68797,-0.016215984,72590,71464,69931,68797,-314,-1126,-1533,-1134,227,763,758,756,345,1152,1074,905,-118,-389,-316,-149,0,25,81,66,-192,-765,-1329,-1053,-192,-740,-1248,-987,-4,3,31,2
"Garden City, KS",23780,Micropolitan Statistical Area,KS,37466,-0.004596296,38304,38079,37639,37466,-162,-225,-440,-173,128,553,548,560,76,334,343,320,52,219,205,240,2,78,193,113,-201,-511,-867,-528,-199,-433,-674,-415,-15,-11,29,2
"Gardnerville Ranchos, NV-CA",23820,Micropolitan Statistical Area,NV-CA,50686,-0.003264375,50730,51228,50852,50686,46,498,-376,-166,88,363,339,333,143,679,686,635,-55,-316,-347,-302,0,5,15,-1,105,830,-15,139,105,835,0,138,-4,-21,-29,-2
"Gettysburg, PA",23900,Metropolitan Statistical Area,PA,106748,0.007446276,103798,105686,105959,106748,-40,1888,273,789,203,935,956,953,317,1206,1239,1142,-114,-271,-283,-189,1,23,57,76,41,2209,546,909,42,2232,603,985,32,-73,-47,-7
"Gillette, WY",23940,Micropolitan Statistical Area,WY,47498,0.009328715,47147,46543,47059,47498,117,-604,516,439,150,619,581,567,67,353,380,335,83,266,201,232,0,10,7,1,14,-850,324,205,14,-840,331,206,20,-30,-16,1
"Glasgow, KY",23980,Micropolitan Statistical Area,KY,55490,0.003798842,54793,54989,55280,55490,22,196,291,210,134,573,643,667,166,771,832,750,-32,-198,-189,-83,0,8,4,36,40,357,484,258,40,365,488,294,14,29,-8,-1
"Glens Falls, NY",24020,Metropolitan Statistical Area,NY,125427,-0.006416502,126700,126593,126237,125427,-334,-107,-356,-810,247,1029,1090,1087,381,1584,1649,1561,-134,-555,-559,-474,0,15,54,47,-197,363,228,-382,-197,378,282,-335,-3,70,-79,-1
"Gloversville, NY",24100,Micropolitan Statistical Area,NY,52234,-0.000421004,53100,52747,52256,52234,-233,-353,-491,-22,113,440,481,481,181,739,791,757,-68,-299,-310,-276,0,6,16,16,-151,-87,-180,237,-151,-81,-164,253,-14,27,-17,1
"Goldsboro, NC",24140,Metropolitan Statistical Area,NC,118686,0.010532231,117221,116857,117449,118686,-100,-364,592,1237,356,1568,1604,1593,411,1578,1491,1352,-55,-10,113,241,5,60,252,291,-75,-480,303,707,-70,-420,555,998,25,66,-76,-2
"Granbury, TX",24180,Micropolitan Statistical Area,TX,67774,0.020785011,62057,64293,66394,67774,459,2236,2101,1380,150,627,682,691,188,991,982,871,-38,-364,-300,-180,0,-4,15,18,555,2734,2276,1547,555,2730,2291,1565,-58,-130,110,-5
"Grand Forks, ND-MN",24220,Metropolitan Statistical Area,ND-MN,103120,-0.00025207,104217,103405,103146,103120,-149,-812,-259,-26,319,1270,1212,1145,225,953,968,919,94,317,244,226,2,77,208,358,-245,-1202,-657,-615,-243,-1125,-449,-257,0,-4,-54,5
"Grand Island, NE",24260,Metropolitan Statistical Area,NE,76479,0.002083333,76908,76263,76320,76479,-120,-645,57,159,245,1054,1085,1087,190,849,829,790,55,205,256,297,3,114,272,347,-170,-952,-460,-489,-167,-838,-188,-142,-8,-12,-11,4
"Grand Junction, CO",24300,Metropolitan Statistical Area,CO,159681,0.007254102,156011,157439,158531,159681,305,1428,1092,1150,395,1525,1445,1454,425,1903,2004,1780,-30,-378,-559,-326,1,30,55,68,334,1769,1561,1405,335,1799,1616,1473,0,7,35,3
"Grand Rapids, MN",24330,Micropolitan Statistical Area,MN,45365,0.003783688,45034,45099,45194,45365,20,65,95,171,112,365,383,383,136,599,706,659,-24,-234,-323,-276,0,2,1,1,38,282,423,449,38,284,424,450,6,15,-6,-3
"Grand Rapids-Wyoming-Kentwood, MI",24340,Metropolitan Statistical Area,MI,1162950,0.004895078,1151502,1154529,1157285,1162950,1506,3027,2756,5665,3391,13039,13298,13265,2383,10340,10616,9487,1008,2699,2682,3778,27,722,1881,2180,115,-1021,-1382,-314,142,-299,499,1866,356,627,-425,21
"Grants Pass, OR",24420,Metropolitan Statistical Area,OR,87821,0.00023918,88238,88637,87800,87821,150,399,-837,21,195,823,827,802,288,1424,1560,1446,-93,-601,-733,-644,1,15,43,23,259,988,-101,644,260,1003,-58,667,-17,-3,-46,-2
"Great Bend, KS",24460,Micropolitan Statistical Area,KS,24899,-0.006345279,25427,25263,25058,24899,-74,-164,-205,-159,71,314,314,314,80,365,385,351,-9,-51,-71,-37,1,19,16,12,-61,-141,-142,-135,-60,-122,-126,-123,-5,9,-8,1
"Great Falls, MT",24500,Metropolitan Statistical Area,MT,84900,-0.001188221,84407,84551,85001,84900,-2,144,450,-101,233,923,950,948,200,1055,1038,886,33,-132,-88,62,5,2,21,8,-62,228,527,-170,-57,230,548,-162,22,46,-10,-1
"Greeley, CO",24540,Metropolitan Statistical Area,CO,359442,0.026197233,331458,339897,350266,359442,2471,8439,10369,9176,1126,4429,4649,4658,593,2263,2566,2286,533,2166,2083,2372,9,179,480,527,2057,6209,7480,6254,2066,6388,7960,6781,-128,-115,326,23
"Green Bay, WI",24580,Metropolitan Statistical Area,WI,331882,0.004433791,328591,328909,330417,331882,318,318,1508,1465,893,3493,3554,3534,696,3096,3127,2883,197,397,427,651,7,143,324,569,38,-378,901,232,45,-235,1225,801,76,156,-144,13
"Greencastle, IN",24600,Micropolitan Statistical Area,IN,37567,0.007320212,36689,37043,37294,37567,-45,354,251,273,80,349,347,350,110,421,450,414,-30,-72,-103,-64,0,26,40,46,-25,394,327,291,-25,420,367,337,10,6,-13,0
"Greeneville, TN",24620,Micropolitan Statistical Area,TN,72577,0.018024463,70344,70565,71292,72577,186,221,727,1285,170,629,641,647,217,1223,1306,1145,-47,-594,-665,-498,0,14,5,12,240,794,1346,1776,240,808,1351,1788,-7,7,41,-5
"Greenfield, MA",24640,Micropolitan Statistical Area,MA,70836,-0.002239594,70923,70991,70995,70836,-105,68,4,-159,117,498,513,495,267,724,752,754,-150,-226,-239,-259,0,30,132,152,25,238,157,-51,25,268,289,101,20,26,-46,-1
"Greensboro-High Point, NC",24660,Metropolitan Statistical Area,NC,789842,0.006656734,774941,778860,784619,789842,-1607,3919,5759,5223,2129,8093,8332,8331,2107,9090,9297,8432,22,-997,-965,-101,52,782,2021,2213,-1373,3723,4922,3109,-1321,4505,6943,5322,-308,411,-219,2
"Greensburg, IN",24700,Micropolitan Statistical Area,IN,26399,-0.002079081,26474,26353,26454,26399,-1,-121,101,-55,76,308,309,309,109,344,336,334,-33,-36,-27,-25,1,12,14,17,23,-109,126,-45,24,-97,140,-28,8,12,-12,-2
"Greenville, MS",24740,Micropolitan Statistical Area,MS,41946,-0.013592324,44640,43626,42524,41946,-282,-1014,-1102,-578,140,564,553,565,173,808,712,631,-33,-244,-159,-66,0,0,-1,-1,-229,-749,-975,-516,-229,-749,-976,-517,-20,-21,33,5
"Greenville, NC",24780,Metropolitan Statistical Area,NC,175119,0.008691896,170390,172235,173610,175119,148,1845,1375,1509,448,1981,2074,2059,380,1700,1733,1614,68,281,341,445,3,70,284,345,24,1429,815,710,27,1499,1099,1055,53,65,-65,9
"Greenville, OH",24820,Micropolitan Statistical Area,OH,51415,-0.002154252,51893,51642,51526,51415,20,-251,-116,-111,146,591,575,586,158,724,741,664,-12,-133,-166,-78,0,-1,9,11,17,-141,70,-46,17,-142,79,-35,15,24,-29,2
"Greenville-Anderson-Greer, SC",24860,Metropolitan Statistical Area,SC,975480,0.01727155,930762,941465,958918,975480,2550,10703,17453,16562,2508,10396,10789,10654,2426,11701,11754,10328,82,-1305,-965,326,86,1108,2677,2335,2310,10810,15367,13881,2396,11918,18044,16216,72,90,374,20
"Greenwood, MS",24900,Micropolitan Statistical Area,MS,35913,-0.013379121,38122,37247,36400,35913,-219,-875,-847,-487,115,481,452,454,202,681,598,545,-87,-200,-146,-91,1,10,20,50,-126,-668,-736,-446,-125,-658,-716,-396,-7,-17,15,0
"Greenwood, SC",24940,Micropolitan Statistical Area,SC,93894,0.003559175,93656,93388,93561,93894,13,-268,173,333,254,971,971,958,293,1471,1448,1352,-39,-500,-477,-394,2,43,97,82,29,137,575,644,31,180,672,726,21,52,-22,1
"Grenada, MS",24980,Micropolitan Statistical Area,MS,30665,-0.001042447,31371,31029,30697,30665,-77,-342,-332,-32,89,371,370,355,132,602,521,465,-43,-231,-151,-110,0,6,4,12,-35,-127,-178,66,-35,-121,-174,78,1,10,-7,0
"Guayama, PR",25020,Metropolitan Statistical Area,PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gulfport-Biloxi, MS",25060,Metropolitan Statistical Area,MS,421916,0.004432763,416640,418527,420054,421916,391,1887,1527,1862,1098,4613,4634,4707,1177,5380,5498,4629,-79,-767,-864,78,23,137,296,857,328,2306,2220,935,351,2443,2516,1792,119,211,-125,-8
"Guymon, OK",25100,Micropolitan Statistical Area,OK,20371,-0.006534991,21289,20849,20505,20371,-94,-440,-344,-134,74,284,303,339,49,182,168,152,25,102,135,187,7,82,133,191,-116,-597,-636,-512,-109,-515,-503,-321,-10,-27,24,0
"Hagerstown-Martinsburg, MD-WV",25180,Metropolitan Statistical Area,MD-WV,305902,0.012682449,294483,298623,302071,305902,638,4140,3448,3831,820,3256,3208,3222,863,3675,3925,3488,-43,-419,-717,-266,3,123,261,257,668,4477,3860,3847,671,4600,4121,4104,10,-41,44,-7
"Hailey, ID",25200,Micropolitan Statistical Area,ID,31723,0.008520108,30566,31204,31455,31723,87,638,251,268,51,257,278,276,52,202,200,197,-1,55,78,79,6,53,124,272,86,544,64,-84,92,597,188,188,-4,-14,-15,1
"Hammond, LA",25220,Metropolitan Statistical Area,LA,138064,0.009247144,133654,135488,136799,138064,492,1834,1311,1265,455,1995,1958,1970,376,1616,1760,1520,79,379,198,450,1,23,66,68,414,1414,1040,735,415,1437,1106,803,-2,18,7,12
"Hanford-Corcoran, CA",25260,Metropolitan Statistical Area,CA,152682,-0.001993633,152844,152775,152987,152682,358,-69,212,-305,559,2174,2118,2084,249,1205,1184,1116,310,969,934,968,2,-1,55,188,-12,-1086,-691,-1465,-10,-1087,-636,-1277,58,49,-86,4
"Hannibal, MO",25300,Micropolitan Statistical Area,MO,38825,-0.001902363,38844,38924,38899,38825,-41,80,-25,-74,96,438,421,438,112,528,547,521,-16,-90,-126,-83,0,7,29,23,-28,140,91,-12,-28,147,120,11,3,23,-19,-2
"Harrisburg-Carlisle, PA",25420,Metropolitan Statistical Area,PA,606055,0.00451327,592793,599732,603332,606055,1082,6939,3600,2723,1719,6392,6290,6022,1528,6498,6532,5935,191,-106,-242,87,10,500,1302,1319,754,6506,2765,1326,764,7006,4067,2645,127,39,-225,-9
"Harrison, AR",25460,Micropolitan Statistical Area,AR,45601,0.004847844,44577,45061,45381,45601,-18,484,320,220,106,440,473,473,154,710,715,649,-48,-270,-242,-176,0,4,-4,-2,25,761,568,402,25,765,564,400,5,-11,-2,-4
"Harrisonburg, VA",25500,Metropolitan Statistical Area,VA,137650,0.007952315,135480,136015,136564,137650,-93,535,549,1086,391,1444,1520,1512,351,1268,1390,1278,40,176,130,234,6,267,786,580,-153,50,-371,276,-147,317,415,856,14,42,4,-4
"Hartford-West Hartford-East Hartford, CT",25540,Metropolitan Statistical Area,CT,1151543,0.00304255,1135704,1145572,1148050,1151543,-14796,9868,2478,3493,2664,10574,10983,10823,3931,11274,11487,10858,-1267,-700,-504,-35,140,1827,4831,4712,-11302,8434,-1280,-1194,-11162,10261,3551,3518,-2367,307,-569,10
"Hastings, NE",25580,Micropolitan Statistical Area,NE,40366,0.000768563,40670,40408,40335,40366,-26,-262,-73,31,121,477,495,498,119,534,526,515,2,-57,-31,-17,1,35,81,121,-32,-244,-117,-73,-31,-209,-36,48,3,4,-6,0
"Hattiesburg, MS",25620,Metropolitan Statistical Area,MS,155740,0.003996906,154032,154778,155120,155740,143,746,342,620,473,1874,1891,1907,409,1737,1800,1602,64,137,91,305,3,48,74,249,29,515,260,65,32,563,334,314,47,46,-83,1
"Hays, KS",25700,Micropolitan Statistical Area,KS,28810,-0.001040222,28948,28850,28840,28810,13,-98,-10,-30,79,266,267,269,61,296,244,228,18,-30,23,41,2,26,20,11,-14,-113,-41,-84,-12,-87,-21,-73,7,19,-12,2
"Heber, UT",25720,Micropolitan Statistical Area,UT,79903,0.003277165,77544,79425,79642,79903,395,1881,217,261,206,796,806,801,88,374,396,397,118,422,410,404,0,48,118,252,276,1437,-292,-399,276,1485,-174,-147,1,-26,-19,4
"Helena, MT",25740,Metropolitan Statistical Area,MT,96091,0.01806412,90179,92298,94386,96091,352,2119,2088,1705,259,844,894,893,212,940,1067,937,47,-96,-173,-44,1,39,114,61,312,2255,2075,1689,313,2294,2189,1750,-8,-79,72,-1
"Hemlock Farms, PA",25770,Micropolitan Statistical Area,PA,61247,0.011076994,58574,59997,60576,61247,28,1423,579,671,93,399,416,420,186,624,674,649,-93,-225,-258,-229,0,10,50,48,117,1713,767,857,117,1723,817,905,4,-75,20,-5
"Henderson, KY",25775,Micropolitan Statistical Area,KY,56845,0.001303482,57696,57270,56771,56845,-116,-426,-499,74,159,643,639,686,167,854,861,774,-8,-211,-222,-88,0,6,19,36,-109,-243,-280,128,-109,-237,-261,164,1,22,-16,-2
"Henderson, NC",25780,Micropolitan Statistical Area,NC,42301,0.003487214,42540,42101,42154,42301,-29,-439,53,147,135,517,538,522,178,659,653,631,-43,-142,-115,-109,1,45,124,140,2,-351,71,116,3,-306,195,256,11,9,-27,0
"Hereford, TX",25820,Micropolitan Statistical Area,TX,18347,-0.002826241,18526,18379,18399,18347,-58,-147,20,-52,87,335,319,328,44,212,220,209,43,123,99,119,0,18,49,52,-91,-283,-122,-223,-91,-265,-73,-171,-10,-5,-6,0
"Hermiston-Pendleton, OR",25840,Micropolitan Statistical Area,OR,92355,-0.002139315,92329,92512,92553,92355,60,183,41,-198,284,1085,1129,928,192,979,1018,968,92,106,111,-40,0,41,86,45,-55,-22,-107,-206,-55,19,-21,-161,23,58,-49,3
"Hermitage, PA",25850,Micropolitan Statistical Area,PA,108503,-0.005809212,110550,109958,109137,108503,-108,-592,-821,-634,272,987,1029,1014,339,1769,1826,1654,-67,-782,-797,-640,0,6,0,0,-57,111,43,7,-57,117,43,7,16,73,-67,-1
"Hickory-Lenoir-Morganton, NC",25860,Metropolitan Statistical Area,NC,370030,0.006057607,365594,366175,367802,370030,324,581,1627,2228,876,3503,3676,3636,1074,5431,5506,4976,-198,-1928,-1830,-1340,3,95,201,234,446,2259,3280,3327,449,2354,3481,3561,73,155,-24,7
"Hillsdale, MI",25880,Micropolitan Statistical Area,MI,45587,-0.003236034,45731,45625,45735,45587,-23,-106,110,-148,131,470,489,446,170,598,664,604,-39,-128,-175,-158,0,7,11,13,5,-18,296,-3,5,-11,307,10,11,33,-22,0
"Hilo-Kailua, HI",25900,Micropolitan Statistical Area,HI,207615,0.006140113,200744,203875,206348,207615,109,3131,2473,1267,503,2053,2109,1945,429,1871,2143,2051,74,182,-34,-106,13,327,742,583,-28,2646,1757,784,-15,2973,2499,1367,50,-24,8,6
"Hilton Head Island-Bluffton-Port Royal, SC",25940,Metropolitan Statistical Area,SC,232523,0.019243161,216965,222428,228133,232523,1049,5463,5705,4390,569,2170,2307,2318,534,2362,2447,2291,35,-192,-140,27,24,202,532,504,1120,5709,5043,3849,1144,5911,5575,4353,-130,-256,270,10
"Hinesville, GA",25980,Metropolitan Statistical Area,GA,88804,0.028848159,81587,83908,86314,88804,158,2321,2406,2490,396,1565,1654,1660,134,690,728,663,262,875,926,997,13,-11,157,187,-128,1518,1269,1306,-115,1507,1426,1493,11,-61,54,0
"Hobbs, NM",26020,Micropolitan Statistical Area,NM,72101,-0.003345175,74642,73062,72343,72101,185,-1580,-719,-242,277,1073,930,810,137,742,756,688,140,331,174,122,6,160,514,223,15,-1992,-1446,-590,21,-1832,-932,-367,24,-79,39,3
"Holland, MI",26090,Micropolitan Statistical Area,MI,121939,0.005350812,120669,121068,121290,121939,155,399,222,649,288,1218,1242,1227,288,1268,1303,1163,0,-50,-61,64,2,51,134,97,122,321,224,486,124,372,358,583,31,77,-75,2
"Homosassa Springs, FL",26140,Metropolitan Statistical Area,FL,166696,0.025771039,154568,158167,162508,166696,719,3599,4341,4188,256,1017,1026,1045,763,3385,3561,3149,-507,-2368,-2535,-2104,0,20,63,113,1399,6262,6452,6183,1399,6282,6515,6296,-173,-315,361,-4
"Hood River, OR",26220,Micropolitan Statistical Area,OR,23745,-0.012065737,23962,24086,24035,23745,-18,124,-51,-290,53,221,228,221,43,203,205,194,10,18,23,27,0,8,11,-2,-31,80,-80,-313,-31,88,-69,-315,3,18,-5,-2
"Hot Springs, AR",26300,Metropolitan Statistical Area,AR,99784,-0.001980356,100258,100393,99982,99784,85,135,-411,-198,230,956,969,970,353,1690,1763,1535,-123,-734,-794,-565,2,40,55,74,204,806,372,295,206,846,427,369,2,23,-44,-2
"Houghton, MI",26340,Micropolitan Statistical Area,MI,39771,0.011598626,39297,39615,39315,39771,-104,318,-300,456,85,392,380,357,81,409,421,387,4,-17,-41,-30,1,35,110,146,-97,286,-395,336,-96,321,-285,482,-12,14,26,4
"Houma-Bayou Cane-Thibodaux, LA",26380,Metropolitan Statistical Area,LA,198672,-0.008538648,206859,206554,200383,198672,-283,-305,-6171,-1711,629,2527,2492,2482,671,2361,2605,2305,-42,166,-113,177,2,57,182,152,-276,-643,-6454,-2044,-274,-586,-6272,-1892,33,115,214,4
"Houston-Pasadena-The Woodlands, TX",26420,Metropolitan Statistical Area,TX,7510253,0.018966106,7168723,7245134,7370464,7510253,19119,76411,125330,139789,21953,90322,94470,95958,12094,55521,54991,48305,9859,34801,39479,47653,748,17751,47434,52554,7508,24275,39245,39644,8256,42026,86679,92198,1004,-416,-828,-62
"Hudson, NY",26460,Micropolitan Statistical Area,NY,60470,-0.010440532,61414,61961,61108,60470,-146,547,-853,-638,115,432,463,463,216,717,758,721,-101,-285,-295,-258,0,23,44,51,-48,821,-603,-430,-48,844,-559,-379,3,-12,1,-1
"Huntingdon, PA",26500,Micropolitan Statistical Area,PA,43514,0.005011895,44049,43958,43297,43514,-38,-91,-661,217,96,414,420,417,110,587,609,567,-14,-173,-189,-150,0,4,9,10,-31,48,-500,355,-31,52,-491,365,7,30,19,2
"Huntington, IN",26540,Micropolitan Statistical Area,IN,36781,-0.000516304,36646,36788,36800,36781,-23,142,12,-19,102,404,409,412,99,524,528,492,3,-120,-119,-80,1,21,36,37,-34,222,112,25,-33,243,148,62,7,19,-17,-1
"Huntington-Ashland, WV-KY-OH",26580,Metropolitan Statistical Area,WV-KY-OH,368261,-0.004630055,375689,372853,369974,368261,-452,-2836,-2879,-1713,935,3707,3660,3503,1302,5939,6395,5575,-367,-2232,-2735,-2072,4,82,160,94,-164,-874,-190,270,-160,-792,-30,364,75,188,-114,-5
"Huntsville, AL",26620,Metropolitan Statistical Area,AL,527254,0.024842897,494706,503974,514473,527254,2987,9268,10499,12781,1365,5382,5601,5674,1058,5287,5256,4656,307,95,345,1018,11,231,789,893,2844,9098,9037,10863,2855,9329,9826,11756,-175,-156,328,7
"Huntsville, TX",26660,Micropolitan Statistical Area,TX,81268,0.01995532,76553,78348,79678,81268,147,1795,1330,1590,155,645,675,697,159,717,712,654,-4,-72,-37,43,3,93,187,204,124,1839,1156,1335,127,1932,1343,1539,24,-65,24,8
"Huron, SD",26700,Micropolitan Statistical Area,SD,19591,0.005285304,19165,19181,19488,19591,14,16,307,103,75,270,282,278,46,210,189,179,29,60,93,99,6,152,480,257,-22,-197,-264,-252,-16,-45,216,5,1,1,-2,-1
"Hutchinson, KS",26740,Micropolitan Statistical Area,KS,61497,-0.000893553,61878,61499,61552,61497,-5,-379,53,-55,170,623,656,662,182,883,855,777,-12,-260,-199,-115,0,7,30,19,-6,-164,263,41,-6,-157,293,60,13,38,-41,0
"Hutchinson, MN",26780,Micropolitan Statistical Area,MN,36785,0.00138836,36755,36815,36734,36785,-16,60,-81,51,107,359,379,380,102,410,433,409,5,-51,-54,-29,0,5,29,51,-28,81,-39,29,-28,86,-10,80,7,25,-17,0
"Idaho Falls, ID",26820,Metropolitan Statistical Area,ID,168322,0.01657839,158401,162931,165577,168322,971,4530,2646,2745,586,2255,2276,2284,286,1394,1418,1269,300,861,858,1015,3,19,18,103,674,3736,1755,1618,677,3755,1773,1721,-6,-86,15,9
"Indiana, PA",26860,Micropolitan Statistical Area,PA,83094,0.000361167,83151,83201,83064,83094,-82,50,-137,30,195,760,755,733,245,1097,1132,1038,-50,-337,-377,-305,0,24,77,78,-47,317,213,256,-47,341,290,334,15,46,-50,1
"Indianapolis-Carmel-Greenwood, IN",26900,Metropolitan Statistical Area,IN,2138468,0.00839691,2092745,2107531,2120661,2138468,3109,14786,13130,17807,6241,24995,26282,26143,5761,20453,21576,19091,480,4542,4706,7052,202,2730,7346,8556,2032,7505,1686,2305,2234,10235,9032,10861,395,9,-608,-106
"Iowa City, IA",26980,Metropolitan Statistical Area,IA,180088,0.003516163,175598,177557,179457,180088,170,1959,1900,631,468,1952,1952,1968,257,1172,1229,1140,211,780,723,828,43,573,1187,759,-133,504,88,-961,-90,1077,1275,-202,49,102,-98,5
"Iron Mountain, MI-WI",27020,Micropolitan Statistical Area,MI-WI,30664,0.000489412,30469,30412,30649,30664,-46,-57,237,15,64,271,259,241,88,472,427,407,-24,-201,-168,-166,0,2,5,7,-23,126,398,177,-23,128,403,184,1,16,2,-3
"Ithaca, NY",27060,Metropolitan Statistical Area,NY,103558,-0.007104574,99772,105966,104299,103558,-5965,6194,-1667,-741,176,649,701,699,155,764,752,718,21,-115,-51,-19,5,184,568,532,-4791,6553,-2290,-1263,-4786,6737,-1722,-731,-1200,-428,106,9
"Jackson, MI",27100,Metropolitan Statistical Area,MI,159424,-0.002090662,160231,160162,159758,159424,-139,-69,-404,-334,402,1658,1660,1611,471,2069,2158,1942,-69,-411,-498,-331,0,28,52,78,-110,192,142,-84,-110,220,194,-6,40,122,-100,3
"Jackson, MS",27140,Metropolitan Statistical Area,MS,610257,-0.000730306,618896,614737,610703,610257,-1093,-4159,-4034,-446,1789,7387,7311,7384,1800,7792,7424,6360,-11,-405,-113,1024,6,168,468,1305,-1125,-3955,-4378,-2759,-1119,-3787,-3910,-1454,37,33,-11,-16
"Jackson, TN",27180,Metropolitan Statistical Area,TN,181826,0.00224895,180559,180480,181418,181826,59,-79,938,408,459,2078,2119,2136,560,2757,2739,2512,-101,-679,-620,-376,0,52,155,151,100,469,1420,623,100,521,1575,774,60,79,-17,10
"Jackson, WY-ID",27220,Micropolitan Statistical Area,WY-ID,35781,-0.000977217,35114,35878,35816,35781,160,764,-62,-35,95,325,328,319,30,155,168,153,65,170,160,166,2,5,81,71,99,610,-325,-272,101,615,-244,-201,-6,-21,22,0
